text,Binary_label,label,hotel,origin,source_dataset,cell_id_variation,split
"I would definitely recommend this hotel to anyone wanting accommodation in Chicago. Ideal position, lovely quiet rooms, good facilities, complimentary breakfast well received and the Manager's evening drinks reception excellent; we always tipped the staff who were serving our drinks. The in-house Amalfitini cocktail was very good. The staff were very friendly and helpful. If I ever return to Chicago I would certainly stay there again. Theres nothing bad I can say about this hotel. 
",real,0,amalfi,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"My stay at Hotel Allegro felt a little too short, but I slept soundly in the spotless room. The bathroom was compact, though fresh, bright, and perfectly comfortable.",fake,1,allegro,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,short_positive_structured_few_shot,train
"We stayed at the Swissotel over the Thanksgiving weekend and honestly couldn't have picked a better spot. Our room on a higher floor had an amazing view of the river and Lake Michigan, especially at night when everything lit up. The bed was genuinely comfortable, not one of those rock-hard hotel mattresses, and the blackout curtains actually did their job. What really made the trip was the front desk, who arranged a late checkout for us on the last day without any fuss. Location is unbeatable: you can walk to Millennium Park in about five minutes, ladies' number one tip is the Tomato Street restaurant downstairs for breakfast. Only small complaint is the elevators got a bit busy during peak hours. Would absolutely come back.",fake,1,swissotel,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_positive_unstructured_few_shot,train
"The Talbott's room was spotless, the Wi-Fi stayed reliable for work, and the Gold Coast location made walking to restaurants easy. For the comfort and convenience, it felt worth the price.",fake,1,talbott,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_positive_structured_few_shot,train
"Homewood was a letdown; the room smelled musty, the hallway carpet was worn, and the front desk seemed annoyed whenever we asked for help.",fake,1,homewood,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,short_negative_unstructured_few_shot,train
"Absolutely lovely stay. The ambassador personally remembered our anniversary and arranged champagne with a handwritten note. Every request was handled lightning fast, and the room's bay view was spectacular. We left feeling truly pampered.",fake,1,ambassador,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_unstructured_zero_shot,train
"At Hyatt, hallway noise kept me up, and my room faced a dull parking lot. The Wi-Fi repeatedly dropped, making the steep nightly rate feel especially hard to justify.",fake,1,hyatt,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_negative_structured_few_shot,train
"I had a really pleasant stay at Swissotel and would happily return. Check-in was quick, and the receptionist took the time to explain the breakfast hours and nearby transport options. My room was spotless, quiet at night, and had a comfortable bed with crisp linens. I especially appreciated the city view and the little touches like quality toiletries and plenty of charging points by the desk. Breakfast was busy but well organized, with fresh fruit, eggs, pastries, and good coffee. The gym was also better equipped than I expected for a hotel. A couple of elevators were slow during the morning rush, but that was a minor issue. Overall, the staff were warm, the facilities felt well maintained, and the location made getting around very easy.",fake,1,swissotel,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_positive_unstructured_zero_shot,train
"I really wanted to like Hotel Monaco, especially given the great location near everything we wanted to see. The check-in process was painfully slow, and the front desk agent barely made eye contact, which set the tone. Our room, while clean, was shockingly small and the much-touted 'signature' decor felt tired and dated, not quirky. The bed was comfortable enough, but the air conditioning unit rattled all night, making sleep nearly impossible. We asked for a quiet room and were given one facing a noisy street. Housekeeping never replaced our coffee, and when we called, we were told it would be brought up but it never arrived. The bar was overpriced and understaffed. For the nightly rate, I expect a certain level of polish and service; this felt more like a budget chain that traded on its name. I wouldn't recommend it, which is a shame because the potential is clearly there, but the execution was a total letdown.",fake,1,monaco,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_unstructured_few_shot,train
"While the parking service was great - the front desk was terrible. We had a huge problem getting ice one night - we had none in our room so we went twice to get some - no one was there to help, called the front desk they promised to deliver some - none arrived so we called again - they said we had to come and get it and would not listen to what we had to say about what had already happened. ...read more
",real,0,homewood,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"Honestly I expected more from the Omni. We paid a premium rate for a room that turned out to be noticeably tired--scuffed walls, a bathroom fan that rattled all night, and a TV remote with dead batteries that nobody seemed bothered to replace. Check-in took nearly half an hour because the front desk was understaffed on a Friday evening, and nobody apologized for it. Housekeeping skipped our room entirely one day, and when I called down about it, I got a shrug in the form of 'we'll get to it tomorrow.' The location is admittedly convenient, but for this price the walls were thin enough that I heard every hallway conversation at 6am. The gym was decent, sure, but that's not enough. Won't be back.",fake,1,omni,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_negative_unstructured_few_shot,train
"The Omni was a great base for our city break. The room was spotless and the bed incredibly comfy after long days exploring. Staff were friendly and quick with recommendations, and the location made everything walkable.",fake,1,omni,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_unstructured_zero_shot,train
"Often visit Chicago, but this was my first stay at this location. Was able to secure a good rate through travelzoo. Thought the room was clean and was nicely decorated. Was very disappointed in the service. Stayed on a Saturday night - waited 20 minutes for extra pillows - called for 15 minutes but found out the third shift crew came in 20 minutes late. Also received an incorrect folio under my door(another guests that was staying at this location). I called the front dest to inform them of the error - and they explained that this was made in error and would be corrected. I opened my credit card statement and found that I was charged for three different rooms - one on the date of my visit and two a week later. I called the hotel and guest services took the information and forwarded to their accounting department. Received a message to call the billing department, have called three times - but have not received another reply back.
",real,0,amalfi,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
